RowNumber,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Complain,Satisfaction Score,Card Type,Point Earned,Exited
2205,675,Spain,Female,50,1,133204.91,1,0,1,8270.06,0,1,PLATINUM,467,0
2206,643,Spain,Female,35,6,0,2,1,1,41549.64,0,1,PLATINUM,704,0
2207,638,Spain,Male,41,7,0,2,1,0,43889.41,0,5,DIAMOND,847,0
2208,824,Spain,Female,38,3,0,2,1,0,192800.25,0,5,PLATINUM,340,0
2209,716,Spain,Male,34,9,0,1,1,1,66695.71,0,3,DIAMOND,980,0
2210,776,Spain,Male,33,2,0,2,1,1,176921,0,2,GOLD,536,0
2211,557,Spain,Male,36,1,113110.26,1,1,0,98413.1,0,3,DIAMOND,512,0
2212,620,Spain,Male,42,4,106920.91,1,0,1,119747.08,0,5,GOLD,396,0
2213,695,Spain,Male,35,7,0,2,1,0,160387.98,0,5,PLATINUM,950,0
2214,500,Spain,Female,50,5,0,4,1,1,83866.35,1,1,DIAMOND,416,1
2215,708,Spain,Male,38,8,99640.89,1,1,0,12429.22,0,2,DIAMOND,412,0
2216,674,Spain,Female,39,6,0,2,1,1,9574.83,0,3,SILVER,629,0
2217,697,Spain,Male,43,10,128226.37,1,0,0,188486.94,0,3,DIAMOND,761,0
2218,747,Spain,Male,37,1,0,2,0,1,180551.76,0,1,PLATINUM,988,0
2219,687,Spain,Male,38,8,69434.4,2,1,1,66580.13,1,4,GOLD,778,1
2220,649,Spain,Female,38,8,0,1,1,0,103760.53,0,2,SILVER,858,0
2221,556,Spain,Male,46,3,131764.96,1,1,1,108500.66,1,5,SILVER,606,1
2222,812,Spain,Female,24,1,92476.88,1,0,0,83247.14,0,4,GOLD,816,0
2223,731,Spain,Female,39,2,0,2,1,0,136737.13,0,2,SILVER,665,0
2224,471,Spain,Female,28,5,0,2,1,1,22356.97,0,1,PLATINUM,583,0
2225,668,Spain,Male,45,4,102486.21,2,1,1,158379.25,0,4,GOLD,823,0
2226,534,Spain,Male,34,5,170600.78,1,0,1,5240.53,0,5,PLATINUM,703,0
2227,631,Spain,Female,46,10,0,2,1,1,129508.96,0,2,DIAMOND,687,0
2228,467,Spain,Male,39,5,0,2,1,1,7415.96,0,5,SILVER,994,0
2229,683,Spain,Male,40,4,95053.1,1,1,1,116816.54,1,5,PLATINUM,777,1
2230,613,Spain,Female,32,0,0,2,0,1,126675.62,0,5,DIAMOND,963,0
2231,593,Spain,Male,32,10,158537.42,1,1,0,166850.57,0,5,SILVER,584,0
2232,670,Spain,Female,29,9,0,2,1,0,27359.19,0,4,DIAMOND,440,0
2233,713,Spain,Female,26,4,122857.46,2,1,0,144682.17,1,1,PLATINUM,709,1
2234,693,Spain,Male,47,8,107604.66,1,1,1,80149.27,0,5,SILVER,446,0
2235,551,Spain,Male,49,1,150777.72,2,1,1,135757.27,0,5,PLATINUM,986,0
2236,542,Spain,Male,35,2,174894.53,1,1,1,22314.55,0,4,DIAMOND,380,0
2237,731,Spain,Male,46,10,0,2,1,0,153015.42,0,2,GOLD,416,0
2238,711,Spain,Male,42,3,177626.77,3,0,1,16392.72,1,1,PLATINUM,788,1
2239,518,Spain,Male,50,4,0,1,0,0,107112.25,1,2,PLATINUM,225,1
2240,728,Spain,Male,42,8,0,2,0,1,41823.22,0,5,DIAMOND,785,0
2241,469,Spain,Male,37,9,96776.49,1,1,1,119890.86,0,4,PLATINUM,406,0
2242,758,Spain,Male,61,2,0,2,1,1,43982.41,0,5,GOLD,299,0
2243,650,Spain,Female,32,4,79450.09,1,1,1,118324.75,0,5,SILVER,315,0
2244,706,Spain,Female,43,1,0,2,1,0,31962.77,0,4,SILVER,994,0
2245,631,Spain,Female,31,2,88161.85,2,1,0,127630.88,0,1,PLATINUM,804,0
2246,623,Spain,Male,41,2,142412.13,1,1,0,28778.98,0,4,DIAMOND,729,0
2247,673,Spain,Female,35,6,0,2,1,0,98618.79,0,5,SILVER,222,0
2248,664,Spain,Male,41,7,123428.69,1,1,1,164924.11,0,2,PLATINUM,315,0
2249,760,Spain,Male,43,6,175735.5,1,1,1,157337.29,0,2,GOLD,927,0
2250,766,Spain,Male,36,5,78381.13,1,0,1,153831.6,0,2,SILVER,637,0
2251,573,Spain,Male,28,8,0,2,0,0,77660.03,0,4,PLATINUM,668,0
2252,615,Spain,Male,32,5,138521.83,1,1,1,56897.1,0,3,SILVER,777,0
2253,702,Spain,Female,38,9,0,2,1,1,158527.45,0,2,SILVER,629,0
2254,688,Spain,Male,32,6,124179.3,1,1,1,138759.15,0,1,GOLD,539,0
2255,708,Spain,Male,33,3,0,2,1,0,138613.21,0,5,DIAMOND,729,0
2256,745,Spain,Female,38,7,0,2,1,1,194230.82,0,3,DIAMOND,401,0
2257,661,Spain,Male,20,8,0,1,1,0,110252.53,0,3,GOLD,330,0
2258,596,Spain,Male,60,7,121907.97,1,0,1,30314.04,0,5,GOLD,774,0
2259,573,Spain,Male,41,5,0,2,0,1,14479.29,0,3,GOLD,508,0
2260,577,Spain,Male,31,6,0,1,1,1,196395.25,0,4,GOLD,458,0
2261,718,Spain,Male,34,5,113922.44,2,1,0,30772.22,0,2,DIAMOND,503,0
2262,577,Spain,Male,29,2,0,1,1,1,168924.41,0,2,GOLD,665,0
2263,546,Spain,Female,36,7,85660.96,1,0,0,134778.01,0,4,PLATINUM,527,0
2264,577,Spain,Male,51,2,108867,1,0,0,140800.66,1,4,SILVER,456,1
2265,545,Spain,Female,44,1,0,2,1,1,82614.89,0,3,DIAMOND,874,0
2266,560,Spain,Male,47,1,0,1,0,0,128882.66,1,1,SILVER,762,1
2267,470,Spain,Female,48,6,140576.11,1,1,1,116971.05,0,2,DIAMOND,296,0
2268,720,Spain,Male,64,3,45752.78,2,1,0,79623.28,1,4,SILVER,608,1
2269,619,Spain,Female,32,4,175406.13,2,1,1,172792.43,1,1,DIAMOND,707,1
2270,468,Spain,Male,26,1,131643.25,1,1,0,64436.16,0,1,PLATINUM,855,0
2271,516,Spain,Female,27,1,0,1,0,1,112311.15,0,3,PLATINUM,638,0
2272,427,Spain,Male,40,8,0,2,1,1,82870.75,0,5,SILVER,778,0
2273,686,Spain,Female,47,6,0,1,1,0,32080.69,1,3,PLATINUM,510,1
2274,647,Spain,Female,29,2,0,2,1,0,179032.68,0,1,DIAMOND,373,0
2275,597,Spain,Male,38,6,115702.67,2,1,1,25059.05,0,4,DIAMOND,486,0
2276,656,Spain,Female,34,6,59877.33,1,1,0,14032.62,1,5,SILVER,248,1
2277,655,Spain,Male,38,9,0,1,0,1,90490.33,0,5,PLATINUM,544,0
2278,772,Spain,Male,41,10,96032.22,1,1,1,75825.57,0,3,DIAMOND,317,0
2279,681,Spain,Male,33,10,0,1,0,0,158336.36,0,1,PLATINUM,818,0
2280,710,Spain,Male,23,6,0,2,1,1,134188.11,0,4,SILVER,416,0
2281,731,Spain,Female,40,5,171325.98,1,1,1,159718.27,1,2,SILVER,964,1
2282,703,Spain,Male,58,4,92930.92,1,0,1,85148.78,0,4,DIAMOND,243,0
2283,749,Spain,Male,34,2,0,1,0,0,174189.04,1,1,PLATINUM,653,1
2284,753,Spain,Male,51,4,79811.72,2,0,1,68260.27,1,1,DIAMOND,956,1
2285,630,Spain,Male,39,10,105473.74,1,0,0,58854.88,1,5,PLATINUM,787,1
2286,838,Spain,Female,40,6,61671.19,1,0,1,150659.35,1,3,GOLD,228,1
2287,705,Spain,Male,36,1,111629.29,1,1,1,21807.16,0,5,PLATINUM,812,0
2288,727,Spain,Female,49,7,96296.78,1,1,0,190457.87,1,5,SILVER,541,1
2289,712,Spain,Male,45,6,112994.65,1,0,0,198398.68,0,1,SILVER,847,0
2290,579,Spain,Female,39,2,151963.26,2,1,0,158948.63,0,1,PLATINUM,393,0
2291,504,Spain,Female,46,2,163764.84,1,1,1,165122.55,1,2,GOLD,461,1
2292,540,Spain,Female,31,10,118158.74,1,1,1,158027.57,0,4,SILVER,645,0
2293,680,Spain,Male,36,7,0,2,1,0,20109.21,0,5,DIAMOND,524,0
2294,673,Spain,Male,43,8,127132.96,1,0,1,6009.27,1,2,SILVER,831,1
2295,693,Spain,Female,34,10,107556.06,2,0,0,154631.35,0,5,DIAMOND,711,0
2296,695,Spain,Female,56,4,0,2,1,0,84644.76,0,4,GOLD,736,0
2297,628,Spain,Male,28,4,0,2,1,1,176750.81,0,3,DIAMOND,997,0
2298,801,Spain,Male,58,1,79954.61,2,1,1,30484.19,0,1,GOLD,760,0
2299,794,Spain,Female,37,9,0,2,1,0,68008.85,0,3,DIAMOND,577,0
2300,773,Spain,Male,51,4,0,2,0,0,123587.83,1,4,SILVER,562,1
2301,382,Spain,Male,36,0,0,1,1,1,179540.73,1,4,GOLD,659,1
2302,457,Spain,Female,38,6,0,2,1,0,173219.09,0,3,DIAMOND,629,0
2303,640,Spain,Male,47,6,89047.14,1,1,0,116286.25,0,5,DIAMOND,441,0
2304,589,Spain,Female,46,10,0,2,0,1,168369.37,0,3,DIAMOND,821,0
2305,505,Spain,Male,37,0,134006.39,1,1,1,93736.69,0,4,PLATINUM,274,0
2306,786,Spain,Male,29,7,80895.44,2,1,0,64945.57,0,1,DIAMOND,841,0
2307,629,Spain,Male,34,6,0,2,1,0,190347.72,0,3,DIAMOND,741,0
2308,787,Spain,Female,39,7,171646.76,1,0,1,100791.36,0,4,GOLD,318,0
2309,713,Spain,Male,42,0,109121.71,1,0,1,167873.49,0,5,GOLD,872,0
2310,644,Spain,Male,49,10,0,2,1,1,145089.64,0,4,SILVER,511,0
2311,414,Spain,Male,60,3,0,2,1,1,93844.82,0,5,DIAMOND,315,0
2312,596,Spain,Male,29,2,0,2,1,1,1591.19,0,2,DIAMOND,224,0
2313,649,Spain,Female,47,8,110783.28,1,1,1,71420.16,0,3,PLATINUM,768,0
2314,560,Spain,Female,33,9,0,1,0,1,183358.21,0,1,DIAMOND,531,0
2315,619,Spain,Male,34,1,0,1,1,0,139919.38,0,5,GOLD,524,0
2316,551,Spain,Female,48,5,95679.29,1,0,0,94978.1,0,1,DIAMOND,815,0
2317,623,Spain,Female,43,4,123536.52,2,0,0,154908.52,0,5,GOLD,408,0
2318,698,Spain,Female,38,1,171848.38,1,0,0,16957.45,0,5,PLATINUM,806,0
2319,651,Spain,Male,47,2,0,2,1,1,119808.64,0,5,PLATINUM,758,0
2320,668,Spain,Female,69,9,0,1,0,1,134483.07,0,5,PLATINUM,397,0
2321,563,Spain,Male,61,1,82182.1,1,1,0,106826.92,1,1,GOLD,401,1
2322,635,Spain,Female,41,10,0,2,1,1,61994.2,0,5,PLATINUM,883,0
2323,593,Spain,Female,40,2,0,1,1,1,5194.95,0,2,SILVER,678,0
2324,663,Spain,Male,35,5,0,2,1,1,62634.94,0,5,SILVER,252,0
2325,641,Spain,Male,25,10,0,2,1,1,180808.39,0,4,DIAMOND,586,0
2326,665,Spain,Male,29,1,182781.74,2,1,1,63732.9,0,4,GOLD,943,0
2327,660,Spain,Female,36,0,84438.57,1,1,1,181449.51,0,4,DIAMOND,699,0
2328,615,Spain,Male,42,4,0,3,0,1,120321.09,0,5,PLATINUM,757,0
2329,670,Spain,Male,37,0,178742.71,1,1,1,194493.57,0,3,DIAMOND,345,0
2330,739,Spain,Female,40,8,0,1,1,0,167030.51,0,5,PLATINUM,836,0
2331,634,Spain,Male,35,3,0,2,1,1,19515.48,0,2,SILVER,332,0
2332,718,Spain,Female,39,2,0,1,1,1,52138.49,0,2,PLATINUM,431,0
2333,641,Spain,Female,36,1,0,2,1,0,102021.39,0,2,GOLD,262,0
2334,658,Spain,Female,32,5,145553.07,1,1,1,31484.76,0,5,DIAMOND,528,0
2335,709,Spain,Female,35,1,111827.27,2,1,0,12674.68,0,3,DIAMOND,716,0
2336,690,Spain,Female,26,2,0,2,1,1,93255.85,0,3,GOLD,568,0
2337,765,Spain,Male,45,2,91549.78,1,1,1,47139.44,0,3,PLATINUM,926,0
2338,679,Spain,Male,39,5,0,2,1,1,100060.54,0,1,PLATINUM,338,0
2339,846,Spain,Male,61,0,0,2,1,1,96202.44,0,1,PLATINUM,292,0
2340,532,Spain,Female,39,0,0,2,1,0,94977.3,0,1,PLATINUM,777,0
2341,700,Spain,Female,40,2,0,2,1,0,199753.97,0,5,SILVER,654,0
2342,595,Spain,Female,43,5,0,2,0,0,105149.8,0,1,SILVER,430,0
2343,419,Spain,Female,27,2,121580.42,1,0,1,134720.51,0,5,DIAMOND,851,0
2344,570,Spain,Male,34,10,0,2,0,1,183387.12,0,4,SILVER,568,0
2345,544,Spain,Female,53,9,0,1,1,0,125692.07,1,4,DIAMOND,364,1
2346,577,Spain,Female,33,6,0,2,1,0,57975.8,0,2,PLATINUM,893,0
2347,639,Spain,Female,27,2,0,1,1,1,82938.99,0,4,GOLD,520,0
2348,578,Spain,Female,28,8,161592.76,1,1,0,177834.79,0,2,GOLD,336,0
2349,687,Spain,Female,72,4,0,2,1,1,50267.69,0,3,GOLD,595,0
2350,499,Spain,Female,53,1,75225.53,2,0,0,144849.1,1,4,SILVER,424,1
2351,693,Spain,Female,39,0,0,2,0,0,81901.6,0,1,SILVER,450,0
2352,523,Spain,Female,24,5,172231.93,1,0,1,155144.12,0,5,GOLD,557,0
2353,638,Spain,Female,34,7,0,2,0,0,3946.29,0,2,PLATINUM,504,0
2354,593,Spain,Male,27,10,0,3,0,0,94620,1,2,PLATINUM,401,1
2355,689,Spain,Female,28,5,95328.6,1,1,0,6129.61,1,3,GOLD,230,1
2356,524,Spain,Male,29,3,159035.45,1,1,0,2705.31,1,4,GOLD,580,1
2357,689,Spain,Female,55,4,0,2,1,1,58442.25,0,2,PLATINUM,977,0
2358,744,Spain,Male,35,7,0,2,1,1,43036.6,0,5,SILVER,784,0
2359,800,Spain,Female,46,6,0,2,1,0,171928.04,0,2,SILVER,471,0
2360,676,Spain,Male,36,1,82729.49,1,1,0,113810.12,0,5,GOLD,868,0
2361,608,Spain,Male,45,4,0,2,0,0,36697.48,1,1,DIAMOND,796,1
2362,781,Spain,Male,35,1,0,2,0,0,42117.9,0,1,PLATINUM,423,0
2363,505,Spain,Male,35,8,116932.59,1,1,0,91092.84,0,4,PLATINUM,671,0
2364,850,Spain,Male,37,4,88141.1,1,1,0,109659.12,0,1,GOLD,228,0
2365,850,Spain,Female,32,5,0,1,1,1,3830.59,0,2,SILVER,979,0
2366,671,Spain,Male,32,6,123912.78,2,1,1,146636.44,0,1,PLATINUM,748,0
2367,739,Spain,Female,27,8,98926.4,1,1,1,106969.98,0,2,GOLD,474,0
2368,790,Spain,Male,29,3,46057.96,2,1,1,189777.66,0,3,SILVER,312,0
2369,644,Spain,Male,26,8,96659.64,2,1,1,138775.69,0,1,GOLD,384,0
2370,639,Spain,Male,38,9,130233.14,1,1,1,81861.1,0,4,PLATINUM,345,0
2371,540,Spain,Female,40,8,0,2,1,0,3560,0,5,GOLD,501,0
2372,773,Spain,Male,52,2,0,2,1,0,57337.79,0,5,PLATINUM,607,0
2373,850,Spain,Male,41,8,132838.07,1,1,1,175347.28,0,4,DIAMOND,751,0
2374,644,Spain,Male,37,9,0,2,1,1,96442.86,0,2,DIAMOND,577,0
2375,721,Spain,Male,57,1,0,1,1,1,195940.96,0,4,PLATINUM,226,0
2376,578,Spain,Male,36,1,157267.95,2,1,0,141533.19,0,5,PLATINUM,940,0
2377,623,Spain,Male,46,4,0,1,1,0,5549.11,1,3,DIAMOND,598,1
2378,705,Spain,Female,39,8,144102.32,1,1,1,11682.36,0,2,GOLD,219,0
2379,554,Spain,Male,42,1,0,2,0,1,183492.9,0,2,GOLD,593,0
2380,710,Spain,Female,30,10,0,2,1,0,19500.1,0,5,PLATINUM,420,0
2381,739,Spain,Female,41,8,0,1,1,0,191694.77,1,1,PLATINUM,618,1
2382,644,Spain,Male,18,7,0,1,0,1,59645.24,1,1,GOLD,620,1
2383,554,Spain,Male,37,3,0,2,1,0,166177.3,0,1,GOLD,612,0
2384,602,Spain,Male,34,8,98382.72,1,1,0,39542,0,4,GOLD,240,0
2385,695,Spain,Female,35,7,79858.13,2,1,1,127977.66,0,5,PLATINUM,408,0
2386,708,Spain,Male,40,8,83015.71,1,1,0,101089.76,0,3,DIAMOND,699,0
2387,700,Spain,Male,44,9,0,2,1,0,142287.65,0,4,DIAMOND,533,0
2388,608,Spain,Male,37,2,130461.02,1,1,0,21967.15,0,5,SILVER,642,0
2389,692,Spain,Female,47,3,0,2,1,0,150802.41,1,3,SILVER,525,1
2390,683,Spain,Male,35,9,61172.04,1,0,0,82951.12,0,3,GOLD,306,0
2391,561,Spain,Male,37,4,101470.29,1,0,1,88838.14,0,1,SILVER,433,0
2392,813,Spain,Male,27,1,137275.36,1,0,1,115733.16,0,2,PLATINUM,799,0
2393,641,Spain,Male,31,3,153316.14,1,1,0,59927.99,0,4,DIAMOND,667,0
2394,497,Spain,Male,44,2,121250.04,1,0,1,79691.4,0,3,DIAMOND,595,0
2395,761,Spain,Female,32,4,103515.39,2,1,1,177622.38,0,2,SILVER,311,0
2396,704,Spain,Male,38,6,106687.76,1,1,0,173776.5,0,4,GOLD,546,0
2397,850,Spain,Male,71,10,69608.14,1,1,0,97893.4,1,2,SILVER,786,1
2398,834,Spain,Male,33,5,0,2,1,0,66285.18,0,1,PLATINUM,746,0
2399,834,Spain,Male,34,5,0,2,0,0,53437.1,0,5,GOLD,709,0
2400,748,Spain,Male,39,3,0,2,1,1,123998.52,0,2,PLATINUM,511,0
2401,758,Spain,Male,35,5,0,2,1,0,95009.6,0,5,SILVER,921,0
2402,720,Spain,Male,34,3,0,2,1,1,77047.78,0,4,DIAMOND,368,0
2403,735,Spain,Male,39,1,60374.98,1,1,0,40223.74,0,3,GOLD,351,0
2404,635,Spain,Male,29,2,0,2,0,0,117173.8,0,1,GOLD,624,0
2405,651,Spain,Female,63,8,129968.67,1,1,1,11830.53,0,3,PLATINUM,746,0
2406,574,Spain,Male,52,7,115532.52,1,1,0,196257.67,0,3,GOLD,625,0
2407,563,Spain,Female,36,4,143680.47,2,1,1,63531.19,0,1,GOLD,735,0
2408,678,Spain,Male,38,3,124483.53,1,1,0,126253.31,0,1,SILVER,709,0
2409,644,Spain,Female,31,5,86006.3,1,1,1,73922.95,0,2,SILVER,274,0
2410,733,Spain,Male,36,1,0,2,0,1,108377.82,0,2,SILVER,932,0
2411,726,Spain,Female,56,2,105473.74,1,1,1,46044.7,0,1,PLATINUM,747,0
2412,680,Spain,Female,34,7,0,2,1,0,98949.85,0,5,PLATINUM,912,0
2413,757,Spain,Male,30,3,145396.49,1,0,1,198341.15,0,5,PLATINUM,614,0
2414,710,Spain,Male,62,3,131078.42,2,1,0,119348.76,1,2,PLATINUM,517,1
2415,773,Spain,Male,43,7,138150.57,1,1,1,177357.16,0,2,SILVER,936,0
2416,724,Spain,Male,39,3,0,2,0,1,95562.81,0,2,DIAMOND,918,0
2417,659,Spain,Male,78,2,151675.65,1,0,1,49978.67,0,5,GOLD,364,0
2418,710,Spain,Male,22,8,0,3,1,0,107292.91,0,4,DIAMOND,565,0
2419,673,Spain,Male,40,1,121629.22,1,1,1,3258.6,0,3,DIAMOND,313,0
2420,648,Spain,Female,43,7,81153.82,1,1,1,144532.85,1,5,PLATINUM,890,1
2421,480,Spain,Male,39,5,121626.9,1,1,1,82438.13,0,1,SILVER,462,0
2422,515,Spain,Male,40,10,121355.99,1,1,0,138360.29,0,5,GOLD,870,0
2423,559,Spain,Female,39,2,0,2,1,1,121151.1,0,1,PLATINUM,453,0
2424,819,Spain,Female,28,8,168253.21,1,1,1,102799.14,0,4,PLATINUM,230,0
2425,685,Spain,Male,23,5,164902.43,1,0,0,141152.28,0,3,GOLD,492,0
2426,627,Spain,Male,40,10,0,2,1,1,194792.42,0,5,GOLD,545,0
2427,762,Spain,Female,35,3,119349.69,3,1,1,47114.18,1,5,DIAMOND,253,1
2428,569,Spain,Female,30,3,139528.23,1,1,1,33230.37,0,4,SILVER,705,0
2429,658,Spain,Male,35,9,71829.34,1,1,1,68141.92,0,1,SILVER,285,0
2430,712,Spain,Male,27,10,0,1,1,0,94544.88,0,3,GOLD,410,0
2431,590,Spain,Female,29,10,99250.08,1,1,1,129629.41,0,5,GOLD,931,0
2432,643,Spain,Male,48,8,0,2,1,0,174729.3,0,1,SILVER,976,0
2433,690,Spain,Female,30,5,0,2,0,1,78700.03,0,3,SILVER,954,0
2434,652,Spain,Male,28,8,156823.7,2,1,0,198251.52,0,5,PLATINUM,749,0
2435,789,Spain,Female,40,4,0,2,1,0,137402.27,0,2,SILVER,787,0
2436,602,Spain,Male,33,5,0,2,0,1,64038.34,0,1,GOLD,713,0
2437,576,Spain,Male,26,8,0,2,0,1,34101.06,0,4,PLATINUM,341,0
2438,638,Spain,Male,30,9,136808.53,2,1,1,106642.97,0,5,GOLD,946,0
2439,590,Spain,Female,38,9,0,2,1,1,148750.16,0,3,SILVER,575,0
2440,546,Spain,Male,25,7,127728.24,2,1,1,105279.74,0,5,SILVER,917,0
2441,619,Spain,Female,38,10,119658.49,1,1,1,8646.58,0,2,SILVER,412,0
2442,501,Spain,Male,43,6,104533.24,1,0,0,81123.59,1,2,DIAMOND,723,1
2443,719,Spain,Male,37,10,145382.61,1,1,0,80408.59,0,5,PLATINUM,306,0
2444,681,Spain,Female,37,6,121231.39,1,1,1,146366.08,0,4,GOLD,271,0
2445,706,Spain,Male,24,2,141078.57,1,1,1,24402.87,0,3,GOLD,563,0
2446,607,Spain,Male,40,1,112544.45,1,1,1,19842.22,0,3,GOLD,538,0
2447,588,Spain,Male,37,2,0,2,0,1,187816.59,0,2,DIAMOND,889,0
2448,620,Spain,Male,36,7,169312.72,1,1,0,45414.09,0,3,DIAMOND,579,0
2449,728,Spain,Female,43,8,128412.61,1,0,1,139024.31,0,4,PLATINUM,576,0
2450,687,Spain,Female,40,1,0,2,1,0,8207.36,0,3,DIAMOND,289,0
2451,675,Spain,Male,31,2,90826.27,2,1,0,60270.87,0,3,SILVER,661,0
2452,684,Spain,Male,24,8,143582.89,1,1,1,22527.27,0,4,GOLD,559,0
2453,760,Spain,Female,32,2,0,1,1,1,114565.35,0,4,GOLD,625,0
2454,662,Spain,Male,37,4,155187.3,1,1,0,48930.8,0,2,GOLD,828,0
2455,604,Spain,Male,40,5,155455.43,1,0,1,113581.85,0,4,GOLD,742,0
2456,678,Spain,Female,61,8,0,2,1,1,159938.82,0,1,SILVER,617,0
2457,660,Spain,Female,28,3,128929.88,1,1,1,198069.71,0,2,SILVER,231,0
2458,690,Spain,Female,36,10,91760.11,1,1,1,135784.94,0,2,PLATINUM,443,0
2459,701,Spain,Female,34,6,107980.37,1,1,1,119374.74,0,3,PLATINUM,563,0
2460,543,Spain,Male,41,5,0,2,0,1,143980.29,0,5,SILVER,370,0
2461,616,Spain,Female,44,7,193213.02,2,1,1,137392.77,0,1,GOLD,364,0
2462,652,Spain,Male,31,1,132862.59,1,0,0,158054.49,0,1,GOLD,921,0
2463,677,Spain,Male,18,8,134796.87,2,1,1,114858.9,0,4,GOLD,904,0
2464,526,Spain,Female,36,5,91132.18,1,0,0,58111.71,0,1,DIAMOND,485,0
2465,693,Spain,Female,57,9,0,2,1,1,135502.77,0,4,SILVER,401,0
2466,657,Spain,Male,36,8,0,2,0,1,123866.43,0,4,DIAMOND,932,0
2467,784,Spain,Male,23,2,0,1,1,1,6847.73,0,5,GOLD,257,0
2468,635,Spain,Male,46,8,0,2,1,1,60739.16,0,1,GOLD,635,0
2469,714,Spain,Male,29,4,0,2,1,1,37605.9,0,4,DIAMOND,354,0
2470,764,Spain,Male,38,4,113607.47,1,1,0,91094.46,0,1,GOLD,771,0
2471,573,Spain,Male,44,9,0,2,1,0,107124.17,0,2,PLATINUM,760,0
2472,702,Spain,Male,44,9,0,1,0,0,59207.41,1,4,DIAMOND,977,1
2473,479,Spain,Male,35,4,125920.98,1,1,1,20393.44,0,5,SILVER,555,0
2474,741,Spain,Male,35,6,74371.49,1,0,0,99595.67,0,2,SILVER,295,0
2475,606,Spain,Male,30,8,180307.73,2,1,1,1914.41,0,3,SILVER,567,0
2476,841,Spain,Male,28,4,0,2,1,1,179436.6,0,5,GOLD,393,0
2477,726,Spain,Male,36,2,0,1,1,0,195192.4,0,5,SILVER,560,0
